Año;Mes;Organismo;Evento;Entradas
2019;Enero;Cineteca;Bertsolari;55
2019;Enero;Cineteca;Bowie, back to earth: The man who fell to earth;64
2019;Enero;Cineteca;Bowie, back to earth: Twin Peaks. Fuego camina conmigo;32
2019;Enero;Cineteca;I see red people;90
2019;Enero;Cineteca;Last days in Shibati;52
2019;Enero;Cineteca;Matangi / Maya / M.I.A.;119
2019;Enero;Cineteca;Milicianas;128
2019;Enero;Cineteca;Muestra cine canadiense: All the time in the world;55
2019;Enero;Cineteca;Muestra cine canadiense: Chien de garde;13
2019;Enero;Cineteca;Muestra cine canadiense: Festival Banff;28
2019;Enero;Cineteca;Muestra cine canadiense: Giant little ones;55
2019;Enero;Cineteca;Muestra cine canadiense: Indian Horse;18
2019;Enero;Cineteca;Muestra cine canadiense: Les faux tatouages;55
2019;Enero;Cineteca;Profundidad de campo: Meiro Koizumi+Carta blanca: Battleland;29
2019;Enero;Cineteca;Profundidad de campo: Meiro Koizumi+Carta blanca: Cuentos To;62
2019;Enero;Cineteca;Profundidad de campo: Meiro Koizumi+Carta blanca: La delgada;50
2019;Enero;Cineteca;Profundidad de campo: Meiro Koizumi+Carta blanca: Restrepo;18
2019;Enero;Cineteca;Profundidad de campo: Meiro Koizumi+Carta Blanca: Rikugun;23
2019;Enero;Cineteca;RBG;45
2019;Enero;Cineteca;Rêve de mousse;17
2019;Enero;Cineteca;Roi Soleil: Albert Serra;47
2019;Enero;Cineteca;Shut up and play the piano;87
2019;Enero;Cineteca;Silvana;41
2019;Enero;Cineteca;"Werner Herzog, En el abismo: Happy people; A year in the T";15
2019;Enero;Cineteca;Werner Herzog, En el abismo: Into the abyss: A tale of dea;57
2019;Enero;Cineteca;Werner herzog, En el abismo: Lo and Behold, reveries of th;32
2019;Enero;Cineteca;Werner Herzog, En el abismo: Meeting  Grobachev;43
2019;Enero;Cineteca;Ziggy Stardust and the spiders from Mars;66
2019;Febrero;Cineteca;?;64
2019;Febrero;Cineteca;Arrebato;32
2019;Febrero;Cineteca;Cantares de la revolución;220
2019;Febrero;Cineteca;Días extraños;64
2019;Febrero;Cineteca;El amor y la muerte. Historia de Enrique Granados;73
2019;Febrero;Cineteca;El libro de imágenes;138
2019;Febrero;Cineteca;El viaje de Kioto;35
2019;Febrero;Cineteca;Encuentro con Tim Allen;32
2019;Febrero;Cineteca;Están vivos;32
2019;Febrero;Cineteca;Frankenweenie;32
2019;Febrero;Cineteca;He venido a leer la noche;30
2019;Febrero;Cineteca;Infinite Football;20
2019;Febrero;Cineteca;Instant dreams;0
2019;Febrero;Cineteca;Isla de perros;64
2019;Febrero;Cineteca;La mirada eléctrica: Sesión 1. Miradas Expandidas;10
2019;Febrero;Cineteca;Los ojos de Laura Mars;64
2019;Febrero;Cineteca;Mudar la piel;144
2019;Febrero;Cineteca;Ouaga girls;55
2019;Febrero;Cineteca;RBG;118
2019;Febrero;Cineteca;Scenes from under childhood;32
2019;Febrero;Cineteca;Sesión de cortos de Johann Lurf;32
2019;Febrero;Cineteca;Sesión oficial 3;31
2019;Febrero;Cineteca;Sesión oficial 4;36
2019;Febrero;Cineteca;Sesión oficial 5;17
2019;Febrero;Cineteca;Sesión oficial 6;11
2019;Febrero;Cineteca;Simposio de cibercultura y new media art;18
2019;Febrero;Cineteca;Somos más;18
2019;Febrero;Cineteca;The girl wiht X-ray eyes + El hombre con rayos X en los ojos;32
2019;Febrero;Cineteca;The second game;10
2019;Marzo;Cineteca;Adolescentes (21 retratos firmados);13
2019;Marzo;Cineteca;Antonio López, apuntes del natural;39
2019;Marzo;Cineteca;"Asian Dub Foundation ""La Haine"" live soundtrack";23
2019;Marzo;Cineteca;Bobbi Jene;34
2019;Marzo;Cineteca;Brecht die macht der manipulateure/Romper el poder de los m;23
2019;Marzo;Cineteca;Brexitannia;23
2019;Marzo;Cineteca;Buscadores de sol y nieve;0
2019;Marzo;Cineteca;Ciclo Docma: Cortos escuelas;13
2019;Marzo;Cineteca;Después de esto;131
2019;Marzo;Cineteca;Directed by women. Sesión de cortometrajes;37
2019;Marzo;Cineteca;El auge del humano;1
2019;Marzo;Cineteca;El libro de imágenes;131
2019;Marzo;Cineteca;Fin del mundo + Cuando sea un pájaro;47
2019;Marzo;Cineteca;I cormorani;26
2019;Marzo;Cineteca;Jeanne Dielman, 23 quai du commerce, 1080;26
2019;Marzo;Cineteca;Komunia / La comunión;44
2019;Marzo;Cineteca;L´ Epoque (Young & Alive);36
2019;Marzo;Cineteca;La casa Lobo;92
2019;Marzo;Cineteca;La flor (1ª parte);23
2019;Marzo;Cineteca;La reina del silencio;53
2019;Marzo;Cineteca;Nightcleaners;23
2019;Marzo;Cineteca;Over the limit / Más allá del límite;36
2019;Marzo;Cineteca;Paranoid park;48
2019;Marzo;Cineteca;Peret, yo soy la rumba;63
2019;Marzo;Cineteca;Pine Flat;17
2019;Marzo;Cineteca;Project X;46
2019;Marzo;Cineteca;Quiero lo eterno;46
2019;Marzo;Cineteca;Silvana;84
2019;Marzo;Cineteca;Spring Breakers;46
2019;Marzo;Cineteca;Tarde para morir joven;114
2019;Marzo;Cineteca;Una chica vuelve a casa sola de noche;46
2019;Marzo;Cineteca;Young & Beautiful;91
2019;Marzo;Cineteca;Zaniki;54
2019;Abril;Cineteca;8 super 8. De lo doméstico a lo infinito;25
2019;Abril;Cineteca;Alien, el octavo pasajero;172
2019;Abril;Cineteca;Alps;29
2019;Abril;Cineteca;Beau travail;45
2019;Abril;Cineteca;Cada ver es;26
2019;Abril;Cineteca;Canciones para después de una guerra;13
2019;Abril;Cineteca;Candelaria;34
2019;Abril;Cineteca;Carolee Schneemann;13
2019;Abril;Cineteca;Distant constellation;66
2019;Abril;Cineteca;El sueño de Cristo;15
2019;Abril;Cineteca;En mi piel;18
2019;Abril;Cineteca;Familia sumergida;32
2019;Abril;Cineteca;Inseparables;29
2019;Abril;Cineteca;Jeanne Dielman, 23 quai du commerce, 1080;20
2019;Abril;Cineteca;L´ Epoque (Young & Alive);121
2019;Abril;Cineteca;La casa Lobo;85
2019;Abril;Cineteca;La mosca de David Cronenberg;29
2019;Abril;Cineteca;La mosca de Kurt Neumann;29
2019;Abril;Cineteca;La piel que habito;58
2019;Abril;Cineteca;Los Ángeles plays itself;13
2019;Abril;Cineteca;Margolaria;29
2019;Abril;Cineteca;Namrud el problemático;35
2019;Abril;Cineteca;Narcissister organ player;47
2019;Abril;Cineteca;Nitrate kises;13
2019;Abril;Cineteca;Pódworka/Récréations;13
2019;Abril;Cineteca;The wild boys;29
2019;Abril;Cineteca;Thirst;56
2019;Abril;Cineteca;Touch me not;53
2019;Abril;Cineteca;Under the skin;58
2019;Abril;Cineteca;Vinieron de dentro de ...;29
2019;Abril;Cineteca;Warhol político: the life of Juanita Castro/Since excerpt;29
2019;Mayo;Cineteca;A portuguesa;36
2019;Mayo;Cineteca;Allures / Thir;10
2019;Mayo;Cineteca;An elephant sitting still;111
2019;Mayo;Cineteca;Anthropocene: The human epoch;36
2019;Mayo;Cineteca;Carelia: Internacional con monumento;18
